gene_id,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,GO,Uniprot,chr
YPR168W,NUT2,NC_001148.4,,878076,878549,+,mediator complex subunit NUT2,Transcription,"molecular_function,negative regulation of transcription by RNA polymerase II,negative regulation of transcription by RNA polymerase II,positive regulation of transcription by RNA polymerase II,core mediator complex,RNA polymerase II preinitiation complex assembly,transcription coregulator activity,regulation of transcription by RNA polymerase II,nucleus,nucleus,mediator complex,positive regulation of transcription by RNA polymerase II,transcription coregulator activity,mediator complex",Q06213,XVI
YPR169W,JIP5,NC_001148.4,,878690,880168,+,Jip5p,Function unknown,"molecular_function,ribosomal large subunit biogenesis,nucleus,nucleus,nucleolus,nucleolus,nucleus,nucleolus",Q06214,XVI
YPR170W-B,YPR170W-B,NC_001148.4,,883239,883595,+,uncharacterized protein,Function unknown,"molecular_function,biological_process,cellular_component,membrane,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis, endonucleolytic,vacuole,vacuolar membrane,endoplasmic reticulum,endoplasmic reticulum membrane,RNA endonuclease activity,RNA endonuclease activity",P0C5R9,XVI
YPR171W,BSP1,NC_001148.4,,883828,885558,+,Bsp1p,"Intracellular trafficking, secretion, and vesicular transport","plasma membrane,membrane,actin cortical patch,actin cortical patch localization,protein-macromolecule adaptor activity,cellular bud tip,membrane,actin cortical patch,mating projection tip,endocytosis,cytoplasm,cytoskeleton,plasma membrane,cellular bud neck",Q06604,XVI
YPR172W,YPR172W,NC_001148.4,,885796,886398,+,pyridoxal 5'-phosphate synthase,Function unknown,,Q06608,XVI
YPR173C,VPS4,NC_001148.4,,886524,887837,-,AAA family ATPase VPS4,"Post-translational modification, protein turnover, and chaperones","ATP binding,ATP binding,ATP hydrolysis activity,ATP hydrolysis activity,ATP hydrolysis activity,ATP hydrolysis activity,sterol metabolic process,sterol metabolic process,macroautophagy,late endosome to vacuole transport via multivesicular body sorting pathway,protein retention in Golgi apparatus,late endosome to vacuole transport,late endosome to vacuole transport,intralumenal vesicle formation,endosome,membrane,ATP hydrolysis activity,ATP hydrolysis activity,cytoplasm,endoplasmic reticulum,nucleotide binding,ATP binding,reticulophagy,endosome,endosome membrane,membrane,ATP binding,ATP binding,protein transport,vacuole organization,endosomal transport",P52917,XVI
YPR174C,CSA1,NC_001148.4,,888043,888708,-,Csa1p,RNA processing and modification,"membrane,nuclear membrane,molecular_function,nuclear envelope,spindle pole body,nuclear periphery,positive regulation of protein localization to spindle pole body,nucleus,cytoplasm,spindle pole body,cytoskeleton",Q06616,XVI
YPR175W,DPB2,NC_001148.4,,888974,891043,+,DNA polymerase epsilon noncatalytic subunit,"Replication, recombination and repair","DNA-templated DNA replication maintenance of fidelity,DNA-templated DNA replication maintenance of fidelity,DNA-templated DNA replication,DNA-templated DNA replication,DNA-templated DNA replication,error-prone translesion synthesis,error-prone translesion synthesis,nucleus,cytoplasm,epsilon DNA polymerase complex,epsilon DNA polymerase complex,epsilon DNA polymerase complex,chromosome,nuclear lumen,cell cycle,DNA-templated DNA replication,epsilon DNA polymerase complex,double-stranded DNA binding,single-stranded DNA binding,DNA-directed DNA polymerase activity,double-stranded DNA binding,DNA polymerase processivity factor activity,DNA binding,DNA binding,DNA replication,DNA replication,nucleus,nucleus,cytoplasm,cytoplasm,DNA binding,error-prone translesion synthesis,epsilon DNA polymerase complex,DNA-templated DNA replication",P24482,XVI
YPR176C,BET2,NC_001148.4,,891101,892078,-,Rab geranylgeranyltransferase BET2,"Post-translational modification, protein turnover, and chaperones","protein targeting to membrane,endoplasmic reticulum to Golgi vesicle-mediated transport,Rab-protein geranylgeranyltransferase complex,Rab-protein geranylgeranyltransferase complex,Rab-protein geranylgeranyltransferase complex,Rab geranylgeranyltransferase activity,endoplasmic reticulum to Golgi vesicle-mediated transport,protein geranylgeranylation,Rab-protein geranylgeranyltransferase complex,protein prenyltransferase activity,cytosol,prenyltransferase activity,transferase activity,metal ion binding,Rab geranylgeranyltransferase activity,catalytic activity,protein geranylgeranylation,Rab geranylgeranyltransferase activity,zinc ion binding,protein geranylgeranylation,Rab-protein geranylgeranyltransferase complex",P20133,XVI
YPR178W,PRP4,NC_001148.4,,892332,893729,+,U4/U6-U5 snRNP complex subunit PRP4,RNA processing and modification,"snoRNA splicing,U4/U6 x U5 tri-snRNP complex,U4/U6 x U5 tri-snRNP complex,cellular anatomical entity,RNA splicing,mRNA processing,nucleus,nucleus,spliceosomal complex,molecular_function,spliceosomal conformational changes to generate catalytic conformation,U6 snRNA binding,U4 snRNA binding,U4/U6 x U5 tri-snRNP complex,mRNA splicing, via spliceosome",P20053,XVI
YPR179C,HDA3,NC_001148.4,,893797,895764,-,Hda3p,Transcription,"chromatin remodeling,nucleus,nucleus,DNA binding,chromatin binding,negative regulation of transcription by RNA polymerase II,chromosome segregation,RNA-mediated gene silencing,nucleus,cytosol,HDA1 complex,HDA1 complex,HDA1 complex,HDA1 complex,histone deacetylase activity,nucleus,histone deacetylation,histone deacetylation,nucleus,HDA1 complex,HDA1 complex,chromatin organization",Q06623,XVI
YPR180W,AOS1,NC_001148.4,,895961,897004,+,E1 ubiquitin-activating protein AOS1,"Post-translational modification, protein turnover, and chaperones","DNA damage response,protein sumoylation,nucleus,cytosol,SUMO activating enzyme complex,nucleus,SUMO activating enzyme activity,ubiquitin-like modifier activating enzyme activity,cytoplasm,SUMO activating enzyme complex,protein sumoylation",Q06624,XVI
YPR181C,SEC23,NC_001148.4,,897361,899667,-,GTPase-activating protein SEC23,"Intracellular trafficking, secretion, and vesicular transport","regulation of COPII vesicle coating,COPII vesicle coat,GTPase activator activity,macroautophagy,cytoplasm,metal ion binding,protein transport,vesicle-mediated transport,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,Golgi apparatus,endoplasmic reticulum to Golgi vesicle-mediated transport,endoplasmic reticulum to Golgi vesicle-mediated transport,endoplasmic reticulum to Golgi vesicle-mediated transport,endoplasmic reticulum to Golgi vesicle-mediated transport,endoplasmic reticulum to Golgi vesicle-mediated transport,COPII-coated vesicle budding,COPII vesicle coat,COPII vesicle coat,COPII vesicle coat,COPII vesicle coat,COPII vesicle coat,COPII vesicle coat,zinc ion binding,zinc ion binding,intracellular protein transport,intracellular protein transport,intracellular protein transport,intracellular protein transport,intracellular protein transport,Golgi membrane,ER to Golgi transport vesicle membrane,cytoplasmic vesicle,zinc ion binding,reticulophagy,endoplasmic reticulum,GTPase activator activity,COPII vesicle coat,endoplasmic reticulum exit site,COPII-coated vesicle cargo loading",P15303,XVI
YPR182W,SMX3,NC_001148.4,,900194,900454,+,mRNA splicing protein SMX3,RNA processing and modification,"splicing factor binding,mRNA splicing, via spliceosome,mRNA splicing, via spliceosome,poly(U) RNA binding,U2 snRNP,U5 snRNP,U5 snRNP,U1 snRNP,U4/U6 x U5 tri-snRNP complex,U4/U6 x U5 tri-snRNP complex,nitrogen compound metabolic process,macromolecule metabolic process,primary metabolic process,nucleus,Sm-like protein family complex,ribonucleoprotein complex,cytoplasm,cytoplasm,RNA binding,mRNA processing,RNA splicing,nucleus,nucleus,spliceosomal complex,spliceosomal snRNP assembly,spliceosomal complex,mRNA splicing, via spliceosome,U1 snRNP,mRNA splicing, via spliceosome,RNA binding,catalytic step 2 spliceosome",P54999,XVI
YPR183W,DPM1,NC_001148.4,,900755,901558,+,dolichyl-phosphate beta-D-mannosyltransferase,Cell wall/membrane/envelope biogenesis,"dolichyl-phosphate beta-D-mannosyltransferase activity,dolichyl-phosphate beta-D-mannosyltransferase activity,dolichol-linked oligosaccharide biosynthetic process,GPI anchor biosynthetic process,endoplasmic reticulum,nuclear outer membrane-endoplasmic reticulum membrane network,mitochondrial outer membrane,endoplasmic reticulum,dolichyl-phosphate beta-D-mannosyltransferase activity,transferase activity,glycosyltransferase activity,protein glycosylation,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,dolichyl-phosphate beta-D-mannosyltransferase activity,mitochondrion,mitochondrion,mitochondrion,cell periphery,metal ion binding,GPI anchor biosynthetic process,protein O-linked mannosylation,dolichol-linked oligosaccharide biosynthetic process,endoplasmic reticulum membrane,dolichyl-phosphate beta-D-mannosyltransferase activity",P14020,XVI
YPR184W,GDB1,NC_001148.4,,902044,906654,+,bifunctional 4-alpha-glucanotransferase/amylo-alpha-1%2C6-glucosidase,Carbohydrate transport and metabolism,"catalytic activity,4-alpha-glucanotransferase activity,amylo-alpha-1,6-glucosidase activity,hydrolase activity, hydrolyzing O-glycosyl compounds,transferase activity,glycosyltransferase activity,hydrolase activity,hydrolase activity, acting on glycosyl bonds,beta-maltose 4-alpha-glucanotransferase activity,glycogen biosynthetic process,metabolic process,metabolic process,cytoplasm,cytoplasm,mitochondrion,mitochondrion,4-alpha-glucanotransferase activity,4-alpha-glucanotransferase activity,amylo-alpha-1,6-glucosidase activity,amylo-alpha-1,6-glucosidase activity,glycogen catabolic process,cytoplasm,cytoplasm,mitochondrion,mitochondrion,4-alpha-glucanotransferase activity,4-alpha-glucanotransferase activity,amylo-alpha-1,6-glucosidase activity,amylo-alpha-1,6-glucosidase activity,carbohydrate metabolic process,carbohydrate metabolic process,glycogen catabolic process,glycogen biosynthetic process,4-alpha-glucanotransferase activity,amylo-alpha-1,6-glucosidase activity,glycogen catabolic process",Q06625,XVI
YPR185W,ATG13,NC_001148.4,,907218,909434,+,serine/threonine protein kinase regulatory subunit ATG13,"Intracellular trafficking, secretion, and vesicular transport","Atg1/ULK1 kinase complex,phagophore assembly site,autophagosome assembly,protein targeting to vacuole involved in autophagy,autophagy,cytoplasm,protein kinase regulator activity,macroautophagy,protein kinase regulator activity,autophagy of mitochondrion,protein localization to phagophore assembly site,piecemeal microautophagy of the nucleus,late nucleophagy,Atg1/ULK1 kinase complex,vacuole-isolation membrane contact site,Cvt vesicle assembly,cytosol,autophagy,armadillo repeat domain binding,autophagosome assembly,autophagy,Atg1/ULK1 kinase complex,protein transport,phagophore assembly site,cytoplasm,autophagy,piecemeal microautophagy of the nucleus,mitophagy,cytosol,phagophore assembly site,protein localization to phagophore assembly site,Atg1/ULK1 kinase complex",Q06628,XVI
YPR186C,PZF1,NC_001148.4,,909733,911022,-,Pzf1p,Transcription,"RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,RNA polymerase III type 1 promoter sequence-specific DNA binding,5S class rRNA transcription by RNA polymerase III,nucleus,DNA binding,RNA binding,metal ion binding,nucleus,nucleus,zinc ion binding,regulation of transcription by RNA polymerase II,RNA polymerase II cis-regulatory region sequence-specific DNA binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of DNA-templated transcription",P39933,XVI
YPR187W,RPO26,NC_001148.4,,911257,911800,+,DNA-directed RNA polymerase core subunit RPO26,No COG annotation,"RNA polymerase II, core complex,RNA polymerase II, core complex,RNA polymerase II, core complex,transcription by RNA polymerase I,transcription by RNA polymerase II,transcription by RNA polymerase III,RNA polymerase III complex,RNA polymerase III complex,RNA polymerase I complex,RNA polymerase I complex,RNA polymerase I activity,cytoplasm,ribosome biogenesis,cytoplasm,nucleus,nucleus,RNA polymerase II activity,RNA polymerase III activity,RNA-dependent RNA polymerase activity,DNA binding,DNA binding,DNA binding,DNA binding,DNA-directed 5'-3' RNA polymerase activity,DNA-directed 5'-3' RNA polymerase activity,DNA-directed 5'-3' RNA polymerase activity,DNA-directed 5'-3' RNA polymerase activity,DNA-directed 5'-3' RNA polymerase activity,RNA-templated transcription,DNA-templated transcription,DNA-templated transcription,DNA-templated transcription,DNA-templated transcription,DNA-templated transcription,nucleus,RNA polymerase II, core complex,DNA-directed RNA polymerase complex,tRNA transcription by RNA polymerase III,transcription by RNA polymerase II,tRNA transcription by RNA polymerase III,RNA polymerase III activity,RNA polymerase I activity,RNA polymerase II activity,RNA polymerase I complex,transcription by RNA polymerase I,RNA polymerase III complex,RNA polymerase II, core complex",P20435,XVI
