locus_tag,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change
ZMO1_ZMO1747,ZMO1_ZMO1747,CP023715.1,1792436.0,1793341.0,-,5%2C10-methylenetetrahydrofolate reductase,Amino acid transport and metabolism,[],Q5NLN9,map00670;map00720;map01100;map01120;map01200;map01523,1.5.1.20,0.0,-1.4257619974115,SignalP-TM,,,,,6.744287610741412e-16,0.0,4.008587397468691e-16,5.60710285229132e-16,[],1.0,0.7278126988563569,0.6684661924751742,0.7425801761036247,1.0,0.6922091490628282,0.6869552866995774,0.7918060286513099
ZMO1_ZMO1748,ZMO1_ZMO1748,CP023715.1,1793346.0,1794290.0,-,ArsR family transcriptional regulator,Transcription,"['ZMO0199', 'ZMO0774', 'ZMO0940', 'ZMO1061', 'ZMO1336', 'ZMO1412', 'ZMO1787']",Q5NLN8,,,0.0,-1.65127218376716,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.8090311146710989,0.7608205070400156,0.9041880980253437,1.0,0.8508679031130009,0.7822214333768509,0.9950867875861225
ZMO1_ZMO1749,ZMO1_ZMO1749,CP023715.1,1794545.0,1795654.0,+,lipoprotein MlaA,Cell wall/membrane/envelope biogenesis,[],Q5NLN7,,,0.0,-1.10498027748009,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.6421578153227648,0.639208784383243,0.6080723895158244,1.0,0.6280507719622292,0.6312723628476112,0.6157350735941811
ZMO1_ZMO1750,ZMO1_ZMO1750,CP023715.1,1795802.0,1796149.0,-,inhibitor I42 domain-containing protein,Function unknown,"['ZMO0199', 'ZMO0373', 'ZMO0373', 'ZMO0781', 'ZMO0940', 'ZMO1121', 'ZMO1697', 'ZMO1787', 'ZMO1787']",Q5NLN6,map05143,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.0120053116349572,0.6552851943832276,0.26397309257455304,1.0,0.876540914079962,0.8362120350188865,0.21079788236176733
ZMO1_ZMO1751,ZMO1_ZMO1751,CP023715.1,1797111.0,1797365.0,+,uncharacterized protein,No COG annotation,"['ZMO0199', 'ZMO0373', 'ZMO0774', 'ZMO1697']",Q5NLN5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",,,,,,,,
ZMO1_ZMO1752,ZMO1_ZMO1752,CP023715.1,1797543.0,1797824.0,+,uncharacterized protein,No COG annotation,"['ZMO0199', 'ZMO1206', 'ZMO1787']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.1191501180862866,0.9082914105805368,0.6796632192497051,1.0,1.1726599854685607,0.7047996907826225,0.6475520740821784
ZMO1_ZMO1753,ZMO1_ZMO1753,CP023715.1,1798159.0,1798986.0,+,ferredoxin--NADP(+) reductase Fpr,Energy production and conversion,[],Q5NLN3,,"1.18.1.2,1.19.1.1",-3.25733760295916,0.0,SignalP-TM;SignalP-noTM,,,,,1.5607170863120125e-15,7.249273239480597e-16,1.072289855347919e-15,1.0369248224820075e-15,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.8312971037271276,0.6901708808202166,0.7346711967196414,1.0,0.7852245761930692,0.7632309457380907,0.8682977079130405
ZMO1_ZMO1754,ZMO1_ZMO1754,CP023715.1,1799125.0,1800501.0,-,succinate-semialdehyde dehydrogenase SSADH,Energy production and conversion,[],Q5NLN2,map00250;map00310;map00350;map00650;map00760;map01100;map01120,"1.2.1.16,1.2.1.20,1.2.1.79",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999822,0.9999999999999948,0.9999999999999533,0.999999999999999,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.1274528050800474,1.1471892716526053,1.0804859339749622,1.0,0.981863490646304,0.9263071229294089,0.8373372500290794
ZMO1_ZMO1755,ZMO1_ZMO1755,CP023715.1,1800803.0,1801693.0,-,thymidylate synthase,Nucleotide transport and metabolism,[],Q9Z671,map00240;map00670;map01100;map01523,2.1.1.45,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,3.4471181422839032e-15,2.537245633818208e-15,9.70207830550747e-16,1.2762151661317018e-15,"['BlaI_Bacillus_licheniformis', 'CosR_Campylobacter_jejuni', 'HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.9969111326645063,0.9985748363507951,1.176133190263924,1.0,1.044491521157031,1.042189232132695,1.2156964093513607
ZMO1_ZMO1756,ZMO1_ZMO1756,CP023715.1,1802065.0,1803420.0,+,gluconate transporter GntP,Amino acid transport and metabolism,[],Q9Z670,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999796,1.0000000000000464,0.9999999999999849,1.0000000000000138,"['BlaI_Bacillus_licheniformis', 'CosR_Campylobacter_jejuni', 'HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.5883368920026698,0.646683462370999,0.8932780701404395,1.0,0.5018562592938686,0.5164066075855268,0.6889068249568586
ZMO1_ZMO1757,ZMO1_ZMO1757,CP023715.1,1803533.0,1804030.0,+,gluconate kinase GntK,Carbohydrate transport and metabolism,[],Q5NLM9,map00030;map01100;map01110;map01120;map01130;map01200,2.7.1.12,0.0,0.0,,,,,,0.9999999999999726,1.0000000000000686,0.9999999999999472,0.9999999999999946,[],1.0,1.1921637674177998,1.1612983367899514,0.9516338036528206,1.0,0.9677565107665992,0.8413646459659716,0.7540896271997175
ZMO1_ZMO1758,ZMO1_ZMO1758,CP023715.1,1804103.0,1805143.0,-,outer membrane assembly lipoprotein YfiO,Cell wall/membrane/envelope biogenesis,[],H2VFQ6,,,-1.57302257216221,-1.18382311958537,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7859697646964343,0.7279433139824218,0.6272099482113589,1.0,0.7077682236097029,0.6089956764238428,0.5075851406844818
ZMO1_ZMO1759,ZMO1_ZMO1759,CP023715.1,1805297.0,1806253.0,-,HNH endonuclease,Defense mechanisms,"['ZMO1412', 'ZMO1697', 'ZMO1787']",H2VFL9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1760,ZMO1_ZMO1760,CP023715.1,1806342.0,1807577.0,-,penicillin-binding protein activator,Amino acid transport and metabolism,"['ZMO1697', 'ZMO1787']",Q5NLM6,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.0436027902761251,1.0287066301114607,0.8800289532194435,1.0,0.9811863099927115,0.888149906921876,0.7554801796687711
ZMO1_ZMO1761,ZMO1_ZMO1761,CP023715.1,1807638.0,1808525.0,+,ribosomal RNA small subunit methyltransferase I RsmI,Coenzyme transport and metabolism,[],Q5NLM5,,2.1.1.198,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9727332210630674,0.8913046494614725,0.9443908366776146,1.0,0.9548727167222185,1.028296092669934,1.166466104228168
ZMO1_ZMO1762,ZMO1_ZMO1762,CP023715.1,1808518.0,1808904.0,+,UPF0102 domain-containing protein,"Replication, recombination and repair",['ZMO1336'],Q5NLM4,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],,,,,,,,
ZMO1_ZMO1763,ZMO1_ZMO1763,CP023715.1,1808951.0,1809547.0,-,uncharacterized protein,No COG annotation,"['ZMO1787', 'ZMO1787']",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.7013570981709092,0.7561414457411694,0.7549416684616775,1.0,0.6779616007859443,0.6615311298411272,0.7333776004556546
ZMO1_ZMO1764,ZMO1_ZMO1764,CP023715.1,1809624.0,1811075.0,-,murein L%2CD-transpeptidase YcbB/YkuD-like protein,Function unknown,"['ZMO1061', 'ZMO1412']",Q5NLM2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.7807157540451287,0.6504643595655494,0.31232378872783284,1.0,0.6763386449118078,0.5063533755352981,0.2864735958379666
ZMO1_ZMO1766,ZMO1_ZMO1766,CP023715.1,1811341.0,1812363.0,-,zinc transporter ZntB,Inorganic ion transport and metabolism,"['ZMO1787', 'ZMO1857']",D2YW17,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.9864205178347313,1.0377899172308491,1.2019716116144277,1.0,0.9540272017775664,1.0325690147272766,1.1831087633152477
ZMO1_ZMO1767,ZMO1_ZMO1767,CP023715.1,1812399.0,1813265.0,-,UTP-glucose-1-phosphate uridylyltransferase,Cell wall/membrane/envelope biogenesis,[],Q5NLL9,map00040;map00052;map00500;map00520;map01100;map01130,2.7.7.9,0.0,-1.17566511303925,SignalP-TM;SignalP-noTM,,,,,0.9999999999999808,1.0000000000001135,0.9999999999999744,0.9999999999999977,[],1.0,1.3068738076437438,1.304853948800568,1.2208225147860323,1.0,1.2647167857850807,1.2473020428797519,1.0293917260898708
ZMO1_ZMO1768,ZMO1_ZMO1768,CP023715.1,1813390.0,1814655.0,-,diaminopimelate decarboxylase,Amino acid transport and metabolism,[],Q9Z661,map00300;map01100;map01110;map01120;map01130;map01230,4.1.1.20,-1.67375803995392,-2.8719618043024,SignalP-TM,,,,,0.0,2.755234619945235e-15,1.937681817656791e-15,6.381075830658508e-16,[],1.0,0.7996475026483983,0.6688152290582757,0.6082155141561857,1.0,0.7351538081506067,0.644565350843563,0.5634632575302343
ZMO1_ZMO1769,ZMO1_ZMO1769,CP023715.1,1814669.0,1814920.0,-,uncharacterized protein,No COG annotation,"['ZMO0373', 'ZMO1857', 'ZMO1857']",,,,-1.8684817924407,-2.89430527157723,SignalP-TM,,,,,,,,,[],1.0,1.651165019421691,1.6499926039106627,1.8615394567686254,1.0,2.145092161363723,2.706997221513564,3.5944941228949645
ZMO1_ZMO1770,ZMO1_ZMO1770,CP023715.1,1814920.0,1816326.0,-,argininosuccinate lyase,Amino acid transport and metabolism,[],Q9Z660,map00220;map00250;map01100;map01110;map01130;map01230,4.3.2.1,0.0,0.0,SignalP-TM;Thaumatin family profile.,,,,,2.2099964972733944e-15,2.6021660299482773e-15,4.471512668157728e-16,4.785806872993881e-16,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.8757313922629242,0.8108851937976831,0.802094322357258,1.0,0.8685509124558807,0.8254934787432269,0.7389371775056567
ZMO1_ZMO1771,ZMO1_ZMO1771,CP023715.1,1816647.0,1817804.0,-,iron-containing alcohol dehydrogenase,Energy production and conversion,['ZMO1126'],H2VFM0,map00640,,-1.15453958602812,-2.03936217659212,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.980118654092014,0.8928127379092078,0.7705347170125368,1.0,0.9004480308408985,0.7944533687850792,0.7178508443399993
ZMO1_ZMO1772,ZMO1_ZMO1772,CP023715.1,1817979.0,1819034.0,+,NAD(P)H quinone oxidoreductase PIG3 family,Energy production and conversion,"['ZMO0373', 'ZMO1126']",D2YW36,,,0.0,0.0,SignalP-TM,,,,,,,,,['Fur_Helicobacter_pylori'],1.0,1.0733817674844102,1.0677082783923337,1.2990139247431454,1.0,1.2178952221860648,1.3379300898215924,1.6449247804513978
ZMO1_ZMO1773,ZMO1_ZMO1773,CP023715.1,1819091.0,1819921.0,-,aldo/keto reductase,Function unknown,"['ZMO1126', 'ZMO1697']",Q5NLL3,,,0.0,0.0,SignalP-TM,,,,,0.9999999999999825,0.9999999999998889,0.9999999999999685,0.9999999999999892,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.165092553912564,1.1901932969356128,1.2393628593118182,1.0,1.7043215325694527,1.731992383114577,1.8689930749640644
ZMO1_ZMO1775,ZMO1_ZMO1775,CP023715.1,1820390.0,1820725.0,-,hypothetical protein,No COG annotation,"['ZMO1206', 'ZMO1336', 'ZMO1412', 'ZMO1697', 'ZMO1793']",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['AmpR_Pseudomonas_aeruginosa', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1776,ZMO1_ZMO1776,CP023715.1,1821181.0,1823799.0,+,aminopeptidase N,Amino acid transport and metabolism,[],Q5NLL0,map00480;map01100,3.4.11.2,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.9999999999999825,0.9999999999998889,0.9999999999999685,0.9999999999999892,"['AmpR_Pseudomonas_aeruginosa', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.1817152445125065,1.2688022040724714,0.8677982754609849,1.0,1.1766428911259965,1.0598898985662948,0.7443914232024569
ZMO1_ZMO1777,ZMO1_ZMO1777,CP023715.1,1824075.0,1825193.0,+,uncharacterized protein,Cell wall/membrane/envelope biogenesis,"['ZMO0373', 'ZMO0774', 'ZMO1206', 'ZMO1206', 'ZMO1412', 'ZMO1697', 'ZMO1857']",Q5NLK9,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.8373212896182054,0.9140915218215835,1.1467307243920781,1.0,0.5803603282911912,0.8168590080753835,0.6700395187276952
ZMO1_ZMO1778,ZMO1_ZMO1778,CP023715.1,1825218.0,1826237.0,-,DUF475 domain-containing protein,Function unknown,"['ZMO0199', 'ZMO0373', 'ZMO0940', 'ZMO1126']",H2VFM4,,,0.0,-1.22574665490579,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO1779,ZMO1_ZMO1779,CP023715.1,1826434.0,1826835.0,-,antibiotic biosynthesis monooxygenase,Function unknown,"['ZMO0373', 'ZMO1697']",Q5NLK7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.0833972364742301,0.9604983640919956,0.39301461040295377,1.0,1.0626620761076218,0.9013100657809443,0.31906795689690515
ZMO1_ZMO1780,ZMO1_ZMO1780,CP023715.1,1826883.0,1827191.0,-,antibiotic biosynthesis monooxygenase,Function unknown,"['ZMO0023', 'ZMO1206', 'ZMO1787']",Q5NLK6,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.523119661484987,1.7368815064554755,1.6175968103370442,1.0,1.6424643343207102,1.702316763256188,1.5914206448095056
ZMO1_ZMO1781,ZMO1_ZMO1781,CP023715.1,1827343.0,1828473.0,-,mechanosensitive ion channel MscS,Cell wall/membrane/envelope biogenesis,[],H2VFN1,,,0.0,0.0,SignalP-TM;SignalP-noTM;Thaumatin family profile.,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1782,ZMO1_ZMO1782,CP023715.1,1828670.0,1828924.0,+,hypothetical protein,No COG annotation,"['ZMO0373', 'ZMO1121', 'ZMO1412']",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],,,,,,,,
ZMO1_ZMO1784,ZMO1_ZMO1784,CP023715.1,1829101.0,1830234.0,+,hypothetical protein,Function unknown,"['ZMO0774', 'ZMO1206', 'ZMO1206', 'ZMO1412', 'ZMO1857']",H2VFQ1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.5757848910855781,0.7102173177523673,1.3241408009651234,1.0,1.1557477066939357,0.9827646940828422,0.938286962048642
ZMO1_ZMO1785,ZMO1_ZMO1785,CP023715.1,1830421.0,1831128.0,-,mechanosensitive ion channel MscS,Cell wall/membrane/envelope biogenesis,[],Q5NLK1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1786,ZMO1_ZMO1786,CP023715.1,1831325.0,1832275.0,+,uncharacterized protein,No COG annotation,"['ZMO0373', 'ZMO1121', 'ZMO1412']",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],,,,,,,,
ZMO1_ZMO1787,ZMO1_ZMO1787,CP023715.1,1832348.0,1832587.0,-,hypothetical protein,No COG annotation,"['ZMO0199', 'ZMO0781', 'ZMO1336', 'ZMO1412', 'ZMO1787']",Q5NLJ9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1788,ZMO1_ZMO1788,CP023715.1,1832939.0,1834783.0,-,uncharacterized protein,Signal transduction mechanisms,"['ZMO0774', 'ZMO1336']",Q5NLJ8,,,0.0,0.0,SignalP-TM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.8918907585820681,0.7662308549773686,0.4206308206714611,1.0,0.6899192910309667,0.5566999634906697,0.289608562649287
ZMO1_ZMO1790,ZMO1_ZMO1790,CP023715.1,1835000.0,1836787.0,+,ABC transporter related protein,Defense mechanisms,['ZMO1787'],Q5NLJ6,,,-1.38746553521316,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8554899671275117,0.9318918275357033,1.0534694473686381,1.0,0.8034253161067931,0.9249415003923378,1.0958174537569645
ZMO1_ZMO1792,ZMO1_ZMO1792,CP023715.1,1836902.0,1838758.0,-,dihydroxy-acid dehydratase,Amino acid transport and metabolism,[],Q5NLJ4,map00290;map00770;map01100;map01110;map01130;map01210;map01230,4.2.1.9,-2.34703057363769,-2.5699895655275,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,['NikR_Helicobacter_pylori'],1.0,0.9047632885933823,0.851548940525707,0.7530390896378011,1.0,0.8773173524723007,0.7699927055338899,0.706906697040827
ZMO1_ZMO1793,ZMO1_ZMO1793,CP023715.1,1838860.0,1839774.0,+,LysR family transcriptional regulator,Transcription,"['ZMO0373', 'ZMO1412', 'ZMO1793']",Q5NLJ3,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.1980329094561752,1.3963298438947196,1.605892546010849,1.0,1.6193754034544219,1.6400163444150853,1.8894708966017777
ZMO1_ZMO1794,ZMO1_ZMO1794,CP023715.1,1840143.0,1840466.0,-,uncharacterized protein,Function unknown,['ZMO1787'],Q5NLJ2,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.858485149828969,0.7845245537183295,0.9319734011031284,1.0,0.7673329505090943,0.7296150496434644,0.7520895951513913
ZMO1_ZMO1796,ZMO1_ZMO1796,CP023715.1,1840747.0,1842108.0,+,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,[],Q5NLJ0,map00400;map01100;map01110;map01130;map01230,2.5.1.19,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,2.829597010132953e-15,9.335792712038501e-30,9.311709209271377e-16,7.624112556381921e-30,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.7831195644476168,0.6902845527810754,0.6923588564409991,1.0,0.7522031585563831,0.6880599968061853,0.7817811324086111
ZMO1_ZMO1797,ZMO1_ZMO1797,CP023715.1,1842105.0,1842737.0,+,cytidylate kinase,Nucleotide transport and metabolism,[],Q5NLI9,map00240;map01100,2.7.4.25,-2.72613658355917,-2.17994665050601,,,,,,8.201743896020166e-16,2.44909743995132e-15,7.230721126544217e-16,0.0,[],1.0,0.9586811492644802,0.8322021253100138,0.9062599961914157,1.0,0.9706633692316984,0.9183468319111546,1.0587213563726565
ZMO1_ZMO1798,ZMO1_ZMO1798,CP023715.1,1843004.0,1844710.0,+,ribosomal protein S1,"Translation, ribosomal structure and biogenesis",[],Q5NLI8,map03010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7331800262040007,0.6703166842125724,0.7144105731391511,1.0,0.7186463661787921,0.6680219105954541,0.7385370614030616
ZMO1_ZMO1800,ZMO1_ZMO1800,CP023715.1,1844837.0,1845676.0,-,PhzF family phenazine biosynthesis protein,Function unknown,"['ZMO1121', 'ZMO1336']",Q5NLI6,,,0.0,0.0,I-superfamily conotoxin signature.;SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.9950417152692622,0.9118331526401589,0.803017885623548,1.0,0.9699604136448178,0.8811789655682274,0.8942625610413074
ZMO1_ZMO1801,ZMO1_ZMO1801,CP023715.1,1845953.0,1846237.0,+,integration host factor beta subunit,Transcription,[],Q5NLI5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.8783756695847453,0.9603873489840017,0.9947214150749104,1.0,1.118146154322654,1.1756230495975468,1.1093751146819102
ZMO1_ZMO2027,ZMO1_ZMO2027,CP023715.1,1846280.0,1846408.0,+,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO1802,ZMO1_ZMO1802,CP023715.1,1846414.0,1846587.0,-,hypothetical protein,No COG annotation,['ZMO1787'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1804,ZMO1_ZMO1804,CP023715.1,1846733.0,1848166.0,+,amino acid permease-associated region,Amino acid transport and metabolism,['ZMO1787'],Q5NLI2,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.8924323963106535,0.8827210584154417,0.516692867281116,1.0,0.21022031957426926,0.2316384432107788,0.3125650492366237
ZMO1_ZMO1805,ZMO1_ZMO1805,CP023715.1,1848226.0,1848879.0,-,HAD superfamily phosphoglycolate phosphatase,Function unknown,[],Q5NLI1,map00630;map01100;map01110;map01130,3.1.3.18,0.0,0.0,SignalP-TM,,,,,0.99999999999997,0.999999999999972,0.9999999999999746,0.9999999999999983,['NikR_Helicobacter_pylori'],1.0,1.088373461719285,1.020598968700169,0.8815234370580427,1.0,1.3189090655897457,1.2275836708530707,1.3804259252204056
ZMO1_ZMO1806,ZMO1_ZMO1806,CP023715.1,1849106.0,1849699.0,-,maltose O-acetyltransferase,Function unknown,"['ZMO1336', 'ZMO1787']",Q5NLI0,,2.3.1.79,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999861,1.000000000000029,0.9999999999999726,0.9999999999999708,['NikR_Helicobacter_pylori'],1.0,0.9816919195517613,1.0000609798274496,0.8965344932459852,1.0,1.1083631106479688,1.1103968674264875,0.9258348628573322
ZMO1_ZMO1807,ZMO1_ZMO1807,CP023715.1,1849887.0,1852271.0,+,TonB-dependent receptor,Inorganic ion transport and metabolism,"['ZMO0023', 'ZMO0023', 'ZMO0199', 'ZMO0203', 'ZMO0774', 'ZMO0940', 'ZMO1121', 'ZMO1206', 'ZMO1412', 'ZMO1793', 'ZMO1857']",Q5NLH9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO1808,ZMO1_ZMO1808,CP023715.1,1852322.0,1852588.0,-,RnfH family protein,Function unknown,[],Q5NLH8,,,0.0,-3.83563965182729,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.5174354299502638,0.442147717742985,0.501604669840217,1.0,0.5211209452118979,0.457539416469123,0.4380439268214268
ZMO1_ZMO1809,ZMO1_ZMO1809,CP023715.1,1852601.0,1853275.0,-,electron transport complex RnfABCDGE type E subunit,Energy production and conversion,[],Q5NLH7,,,0.0,-4.01971525673843,SignalP-TM,,,,,,,,,[],1.0,0.7099427817894168,0.7585376634319966,0.8921912256614929,1.0,0.4977182769162533,0.5677288627776137,0.7220931423773449
ZMO1_ZMO1810,ZMO1_ZMO1810,CP023715.1,1853265.0,1853975.0,-,electron transport complex RnfABCDGE type G subunit,Energy production and conversion,[],Q5NLH6,,,0.0,-4.18712501453909,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.724272562170806,0.7366019489947192,0.891100848097651,1.0,0.8695555824219393,0.9187975706171502,1.0342513039666172
