,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,iMs
ZMO1_ZMO1680,ZMO1_ZMO1680,CP023715.1,1725623.0,1726285.0,-,extensin family protein,Function unknown,"ZMO0940,ZMO1787",Q5NLV6,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.245794046,0.987557584,0.870396783,1.0,1.142069548,0.968831182,0.773780241,
ZMO1_ZMO1681,ZMO1_ZMO1681,CP023715.1,1726754.0,1728439.0,+,aspartate-alanine antiporter,Inorganic ion transport and metabolism,"ZMO0054,ZMO0774,ZMO0781,ZMO0940,ZMO1121,ZMO1206,ZMO1336,ZMO1412,ZMO1787,ZMO1793",Q5NLV5,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.097322149,1.374159776,1.751453764,1.0,1.151843771,1.404105464,1.789225905,"['membrane_cobalmin', 'noise_4', 'plasmid_unknown_1']"
ZMO1_ZMO1682,ZMO1_ZMO1682,CP023715.1,1728469.0,1730061.0,+,aspartate/methionine/tyrosine aminotransferase,Amino acid transport and metabolism,,Q5NLV4,map00250;map00270;map01100;map01230,4.1.1.12,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,[],1.0,1.233918659,1.411609229,1.618745189,1.0,1.273503249,1.275446203,1.550301735,"['glycolysis_and_ATP_synthase', 'membrane_cobalmin', 'noise_4', 'plasmid_unknown_1']"
ZMO1_ZMO1683,ZMO1_ZMO1683,CP023715.1,1730157.0,1731257.0,+,type 2 L-asparaginase,Amino acid transport and metabolism,,Q5NLV3,map00250;map00460;map01100;map01110,3.5.1.1,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.787618465,0.670636457,0.528832045,1.0,0.740104406,0.668898478,0.560716469,
ZMO1_ZMO1684,ZMO1_ZMO1684,CP023715.1,1731719.0,1732879.0,+,phosphoserine aminotransferase,Amino acid transport and metabolism,,Q5NLV2,map00260;map00680;map00750;map01100;map01120;map01130;map01200;map01230,2.6.1.52,-2.90709247,-2.264547668,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,0.977696171,0.978114534,0.946704395,0.947841578,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.642714835,1.809290886,1.598738036,1.0,1.469766609,1.437392472,1.417302128,['noise_1']
ZMO1_ZMO1685,ZMO1_ZMO1685,CP023715.1,1732951.0,1734534.0,+,D-3-phosphoglycerate dehydrogenase,Amino acid transport and metabolism,,Q5NLV1,map00260;map00680;map01100;map01120;map01130;map01200;map01230,"1.1.1.399,1.1.1.95",0.0,0.0,C-terminal cystine knot signature.;SignalP-TM,,,,,0.977696171,0.978114534,0.946704395,0.947841578,[],1.0,1.545943593,1.644356293,1.758992698,1.0,1.402192357,1.506403866,1.707969472,"['low_pH_response', 'noise_1']"
ZMO1_ZMO1686,ZMO1_ZMO1686,CP023715.1,1734731.0,1735846.0,+,ATP phosphoribosyltransferase regulatory subunit HisZ,Amino acid transport and metabolism,,Q5NLV0,map00340;map01100;map01110;map01230,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.773326269,0.7252581,0.65501229,1.0,0.781783773,0.672488914,0.65285882,
ZMO1_ZMO1687,ZMO1_ZMO1687,CP023715.1,1735911.0,1737200.0,+,adenylosuccinate synthase,Nucleotide transport and metabolism,,Q5NLU9,map00230;map00250;map01100,6.3.4.4,0.0,0.0,,,,,,3.26e-13,2.02e-12,4.22e-13,5.15e-13,[],1.0,0.943438423,0.830189466,0.726653523,1.0,0.776415202,0.657151981,0.572144923,
ZMO1_ZMO1688,ZMO1_ZMO1688,CP023715.1,1737290.0,1738114.0,-,folate-binding protein YgfZ,Function unknown,,Q5NLU8,,,-1.168613709,-1.135338384,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.940521204,0.86235616,0.79675429,1.0,0.921947891,0.833121583,0.808911604,
ZMO1_ZMO1689,ZMO1_ZMO1689,CP023715.1,1738158.0,1739498.0,+,multifunctional complex type dihydroorotase,Nucleotide transport and metabolism,,Q5NLU7,map00240;map01100,3.5.2.3,-2.311497637,-2.26166448,SignalP-TM,,,,,0.0,0.0,1.62e-15,0.0,[],1.0,1.105010943,1.109025686,0.987258609,1.0,1.042477951,1.06651935,0.915277524,
ZMO1_ZMO1690,ZMO1_ZMO1690,CP023715.1,1739947.0,1740888.0,+,chaperone DnaJ domain protein,"Post-translational modification, protein turnover, and chaperones","ZMO1061,ZMO1206,ZMO1412,ZMO1787,ZMO1793",Q5NLU6,,,-1.950006013,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.060243968,1.213531389,1.23750147,1.0,1.04253364,1.169872985,1.038854625,['heat_response']
ZMO1_ZMO1691,ZMO1_ZMO1691,CP023715.1,1741169.0,1742191.0,+,YihY/virulence factor BrkB family protein,Function unknown,,Q5NLU5,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['RofA_Streptococcus_pyogenes'],1.0,0.88242579,1.379184104,1.055555976,1.0,1.605424813,2.574150623,1.421860101,
ZMO1_ZMO1692,ZMO1_ZMO1692,CP023715.1,1742214.0,1743020.0,+,enoyl-[acyl-carrier-protein] reductase FabI,Lipid transport and metabolism,,Q5NLU4,map00061;map00333;map00780;map01100;map01130;map01212,"1.3.1.10,1.3.1.9",0.0,0.0,,,,,,1.0,1.0,1.0,1.0,[],1.0,0.932661331,0.863448329,0.799666298,1.0,0.989626728,0.863289683,0.803765152,
ZMO1_ZMO1693,ZMO1_ZMO1693,CP023715.1,1743017.0,1744093.0,+,chorismate synthase,Amino acid transport and metabolism,,Q5NLU3,map00400;map01100;map01110;map01130;map01230,4.2.3.5,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,[],1.0,0.919423448,0.904128214,0.834175424,1.0,0.98244923,0.849577515,0.833518656,
ZMO1_ZMO1694,ZMO1_ZMO1694,CP023715.1,1744172.0,1746652.0,-,TonB-dependent receptor,Cell wall/membrane/envelope biogenesis,"ZMO0199,ZMO0373,ZMO1697",Q5NLU2,,,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,,,,,[],1.0,0.664179153,0.609290762,0.666885569,1.0,0.61359525,0.596529373,0.658843299,"['noise_1', 'noise_5']"
ZMO1_ZMO1695,ZMO1_ZMO1695,CP023715.1,1746916.0,1747455.0,-,L%2CD-peptidoglycan transpeptidase YkuD,Function unknown,,Q5NLU1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO1696,ZMO1_ZMO1696,CP023715.1,1747613.0,1748629.0,-,putative NADPH:quinone reductase-related Zn-dependent oxidoreductase,Energy production and conversion,ZMO1574,Q5NLU0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.942161786,0.829460235,0.731919695,1.0,0.917528634,0.896197344,0.743423517,"['heat_response', 'plasmid_unknown_1']"
ZMO1_ZMO1697,ZMO1_ZMO1697,CP023715.1,1748744.0,1749088.0,+,HxlR family transcriptional regulator,Transcription,"ZMO0199,ZMO1412,ZMO1697,ZMO1787",Q5NLT9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.387018542,0.550950855,0.909984849,1.0,0.58511113,1.384445363,1.750586501,['heat_response']
ZMO1_ZMO1698,ZMO1_ZMO1698,CP023715.1,1749267.0,1750361.0,-,GTP cyclohydrolase II,Coenzyme transport and metabolism,,Q5NLT8,map00740;map00790;map01100;map01110;map02024,3.5.4.25,0.0,0.0,SignalP-TM,,,,,9.99e-11,7.44e-13,0.0,2.45e-12,[],1.0,0.805141042,0.894492967,1.013687236,1.0,0.840455519,1.01714405,0.988069431,['heat_response']
ZMO1_ZMO1699,ZMO1_ZMO1699,CP023715.1,1750354.0,1751148.0,-,exodeoxyribonuclease III XthA,"Replication, recombination and repair",,Q5NLT7,map03410,3.1.11.2,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.696215272,0.693001292,0.783944079,1.0,0.782798784,0.806792645,0.927744007,
ZMO1_ZMO1700,ZMO1_ZMO1700,CP023715.1,1751820.0,1752248.0,+,uncharacterized protein,No COG annotation,"ZMO0781,ZMO0940,ZMO1206,ZMO1336,ZMO1412,ZMO1511,ZMO1574,ZMO1793",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.371656035,1.438808892,1.593222879,1.0,1.795373743,1.637275667,2.021516426,
ZMO1_ZMO1701,ZMO1_ZMO1701,CP023715.1,1752254.0,1752922.0,-,outer membrane lipoprotein carrier protein LolA,Cell wall/membrane/envelope biogenesis,"ZMO0023,ZMO1787",Q5NLT5,,,-1.045588655,0.0,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.94029058,0.687813922,0.213601785,1.0,0.934092365,0.55527252,0.179052791,['cell_cycle']
ZMO1_ZMO1702,ZMO1_ZMO1702,CP023715.1,1753021.0,1755429.0,-,DNA translocase FtsK,"Cell cycle control, cell division, chromosome partitioning",,,,,-3.427131594,-2.084819766,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.778379636,0.614410149,0.705590419,1.0,0.668588372,0.543578921,0.61293409,
ZMO1_ZMO1703,ZMO1_ZMO1703,CP023715.1,1755613.0,1756830.0,+,ubiquinone biosynthesis hydroxylase UbiH/UbiF/VisC/COQ6 family,Energy production and conversion,"ZMO0940,ZMO0940,ZMO1697,ZMO1787",Q5NLT3,map00130;map01100;map01110,,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,1.0,1.0,1.0,1.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.006068078,1.116406834,1.276563673,1.0,0.975698671,1.075854183,1.286308275,
ZMO1_ZMO1704,ZMO1_ZMO1704,CP023715.1,1756871.0,1757515.0,-,ATP-dependent protease La (LON) substrate-binding domain,Function unknown,,Q5NLT2,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.135794399,1.491703351,2.831555943,1.0,1.279417611,1.864903771,2.648977354,['heat_response']
ZMO1_ZMO1705,ZMO1_ZMO1705,CP023715.1,1757515.0,1758429.0,-,thioredoxin domain-containing protein,"Post-translational modification, protein turnover, and chaperones",ZMO1126,Q5NLT1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.461770249,2.378912592,2.702452259,1.0,1.868416008,2.419268894,2.686031028,['heat_response']
ZMO1_ZMO1707,ZMO1_ZMO1707,CP023715.1,1758665.0,1759252.0,+,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,,Q5NLS9,map00240;map01100,2.4.2.10,0.0,0.0,SignalP-TM,,,,,4.81e-16,3.63e-15,1.87e-15,8.5e-16,[],1.0,0.969470996,0.874814479,0.869025543,1.0,0.898275215,0.748113677,0.939749163,
ZMO1_ZMO1708,ZMO1_ZMO1708,CP023715.1,1759274.0,1760044.0,+,pyridoxal phosphate biosynthetic protein PdxJ,Coenzyme transport and metabolism,,Q5NLS8,map00750;map01100,2.6.99.2,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.138438497,1.451726974,1.508373408,1.0,1.354635067,1.875863746,1.884115973,['glycolysis_and_ATP_synthase']
ZMO1_ZMO1709,ZMO1_ZMO1709,CP023715.1,1760041.0,1760445.0,+,Holo-[acyl-carrier-protein] synthase,Lipid transport and metabolism,,Q5NLS7,map00770,2.7.8.7,-4.266231735,-2.765202724,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.829458972,0.798315235,0.8813584,1.0,0.968366123,0.824449766,1.093900145,
ZMO1_ZMO1710,ZMO1_ZMO1710,CP023715.1,1760501.0,1761379.0,+,signal peptidase I,"Intracellular trafficking, secretion, and vesicular transport",,Q5NLS6,map02024;map03060,3.4.21.89,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.024796873,1.021955226,1.160380564,1.0,1.061333575,1.129428431,1.362743634,
ZMO1_ZMO1711,ZMO1_ZMO1711,CP023715.1,1761389.0,1762507.0,+,AI-2E family transporter,Function unknown,"ZMO0199,ZMO1787",Q5NLS5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.68980278,0.932109315,1.232452317,1.0,0.781706774,0.902108439,1.240613045,
ZMO1_ZMO1712,ZMO1_ZMO1712,CP023715.1,1762586.0,1763143.0,-,peptidylprolyl isomerase FKBP-type,"Post-translational modification, protein turnover, and chaperones","ZMO0373,ZMO1787,ZMO1857",Q5NLS4,,5.2.1.8,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.513441698,0.485882197,0.347719571,1.0,0.491895299,0.43469872,0.296759417,['noise_5']
ZMO1_ZMO1713,ZMO1_ZMO1713,CP023715.1,1763423.0,1763629.0,-,ribosomal protein S21,"Translation, ribosomal structure and biogenesis",,Q5NLS3,map03010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.488327683,0.441147293,0.483520344,1.0,0.272298361,0.343192267,0.415687435,['translation_1']
ZMO1_ZMO2025,ZMO1_ZMO2025,CP023715.1,1763958.0,1764380.0,-,biopolymer transport protein ExbD/TolR,"Intracellular trafficking, secretion, and vesicular transport",,D9PNM7,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.324267015,1.442358261,1.483085493,1.0,1.314883582,1.311875992,1.441769212,
ZMO1_ZMO1715,ZMO1_ZMO1715,CP023715.1,1764433.0,1764924.0,-,biopolymer transport protein ExbD/TolR,"Intracellular trafficking, secretion, and vesicular transport",,Q5NLS1,,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.17876257,1.328932813,1.405473861,1.0,0.950929616,0.920413883,1.056095318,['membrane_cobalmin']
ZMO1_ZMO1716,ZMO1_ZMO1716,CP023715.1,1765051.0,1765794.0,-,MotA/TolQ/ExbB proton channel,"Intracellular trafficking, secretion, and vesicular transport",,Q5NLS0,,,0.0,-1.083046085,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,1.131365028,1.27544776,1.494743673,1.0,1.013753958,1.058258144,1.270233731,['membrane_cobalmin']
ZMO1_ZMO1717,ZMO1_ZMO1717,CP023715.1,1765971.0,1766702.0,-,TonB family protein,Cell wall/membrane/envelope biogenesis,,Q5NLR9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.067641201,1.168564833,1.196456327,1.0,0.985784287,1.004439444,1.023236473,['membrane_cobalmin']
ZMO1_ZMO1718,ZMO1_ZMO1718,CP023715.1,1767059.0,1767916.0,+,uncharacterized protein,No COG annotation,"ZMO0940,ZMO1336,ZMO1412,ZMO1793",Q5NLR8,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.325842189,1.057540388,0.488166437,1.0,1.149734223,0.871573135,0.387047027,
ZMO1_ZMO1719,ZMO1_ZMO1719,CP023715.1,1768625.0,1769530.0,+,fructokinase,Carbohydrate transport and metabolism,,Q03417,map00051;map00500;map00520;map01100,2.7.1.4,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.09073021,1.03539992,0.955267851,1.0,1.007162696,1.026552012,0.923642628,['noise_1']
ZMO1_ZMO1720,ZMO1_ZMO1720,CP023715.1,1769735.0,1770112.0,-,DNA-directed RNA polymerase omega subunit,Transcription,,Q5NLR6,map00230;map00240;map01100;map03020,2.7.7.6,-1.541638252,-2.30414252,SignalP-TM,,,,,,,,,[],1.0,0.91570897,0.816238579,0.79355045,1.0,0.862932977,0.865788919,0.830823251,
ZMO1_ZMO1721,ZMO1_ZMO1721,CP023715.1,1770293.0,1770679.0,-,glyoxalase/bleomycin resistance protein dioxygenase,Energy production and conversion,,Q5NLR5,map00620,4.4.1.5,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.100584094,1.380333127,1.40323311,1.0,1.265739166,1.482875089,1.289223499,"['heat_response', 'plasmid_unknown_1']"
ZMO1_ZMO1722,ZMO1_ZMO1722,CP023715.1,1770721.0,1771830.0,-,Zn-dependent alcohol dehydrogenases class III,Energy production and conversion,,Q5NLR4,map00010;map00071;map00350;map00625;map00626;map00680;map00830;map00980;map00982;map01100;map01110;map01120;map01130;map01200;map01220;map05204,"1.1.1.1,1.1.1.284",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.78775923,0.744471948,1.0,1.0,['MogR_Listeria_monocytogenes'],1.0,0.932792321,0.817105823,0.768524721,1.0,0.897252518,0.827724371,0.84533847,
ZMO1_ZMO1723,ZMO1_ZMO1723,CP023715.1,1771904.0,1772662.0,-,laccase,Function unknown,"ZMO1126,ZMO1857",Q5NLR3,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.99298015,0.887544373,0.803535876,1.0,1.049834602,0.84963381,0.9411491,
ZMO1_ZMO2026,ZMO1_ZMO2026,CP023715.1,1772659.0,1773102.0,-,uncharacterized protein,No COG annotation,"ZMO1126,ZMO1697,ZMO1697,ZMO1787,ZMO1787",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.892879967,0.955468018,0.671646832,1.0,1.073081721,1.07881257,0.917217239,
ZMO1_ZMO1724,ZMO1_ZMO1724,CP023715.1,1773199.0,1774479.0,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cell wall/membrane/envelope biogenesis,,Q5NLR2,map00520;map00550;map01100,2.5.1.7,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.769498503,0.736217568,0.887120221,1.0,0.800218052,0.868961627,1.001468674,
ZMO1_ZMO1725,clpS,CP023715.1,1774584.0,1774907.0,-,ATP-dependent Clp protease adaptor protein ClpS,Function unknown,"ZMO1206,ZMO1697,ZMO1787",Q5NLR1,,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.748831641,0.581729118,0.543852026,1.0,0.814844128,0.663517492,0.760750211,
ZMO1_ZMO1727,ZMO1_ZMO1727,CP023715.1,1775245.0,1776456.0,+,aminotransferase class I and II,Amino acid transport and metabolism,,Q5NLQ9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.995938157,0.996015742,0.99602966,0.996118691,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.958372754,0.716412455,0.689953275,1.0,1.06973502,0.819666978,1.10935078,
ZMO1_ZMO1728,ZMO1_ZMO1728,CP023715.1,1776460.0,1776945.0,-,uncharacterized protein,No COG annotation,"ZMO0940,ZMO0940,ZMO1336,ZMO1412,ZMO1697,ZMO1787",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.704286696,0.424277528,0.113965018,1.0,0.494869035,0.295065955,0.075530121,['cell_cycle']
ZMO1_ZMO1729,ZMO1_ZMO1729,CP023715.1,1777066.0,1777410.0,-,hypothetical protein,Function unknown,"ZMO1697,ZMO1787",Q5NLQ7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'RofA_Streptococcus_pyogenes']",1.0,1.240770517,1.098012217,0.982712191,1.0,1.219449767,1.228977814,1.295359415,
ZMO1_ZMO1730,ZMO1_ZMO1730,CP023715.1,1777407.0,1778180.0,-,serine O-acetyltransferase,Amino acid transport and metabolism,,Q5NLQ6,map00270;map00920;map01100;map01110;map01120;map01200;map01230;map05111,2.3.1.30,-3.757895152,-1.874359219,SignalP-TM,,,,,1.75e-14,2.23e-14,6.93e-15,5.9e-15,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.695322913,0.774320718,0.814689165,1.0,0.631663049,0.759324477,0.830966274,
ZMO1_ZMO1732,ZMO1_ZMO1732,CP023715.1,1778525.0,1779067.0,-,alkyl hydroperoxide reductase,"Post-translational modification, protein turnover, and chaperones",,Q5NLQ4,map04214,1.11.1.15,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.39130437,1.452409689,1.470595225,1.0,1.141694974,1.161672485,1.135739057,['oxidation_response']
ZMO1_ZMO1733,ZMO1_ZMO1733,CP023715.1,1779259.0,1780200.0,+,transcriptional regulator OxyR,Transcription,,Q5NLQ3,map02026,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.250416939,1.232144568,1.224739862,1.0,1.166329708,1.01497061,1.236509623,
ZMO1_ZMO1734,ZMO1_ZMO1734,CP023715.1,1780553.0,1781740.0,+,uncharacterized protein,Cell wall/membrane/envelope biogenesis,"ZMO0774,ZMO1336",Q5NLQ2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.98458816,0.935276089,1.058051313,1.0,0.93967912,1.030877989,1.064665386,
ZMO1_ZMO1735,ZMO1_ZMO1735,CP023715.1,1781751.0,1782836.0,-,glycosyl transferase family 1,Cell wall/membrane/envelope biogenesis,"ZMO0940,ZMO1697,ZMO1697,ZMO1787",Q5NLQ1,map00500;map01100,2.4.1.11,0.0,0.0,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.912557788,1.053365084,1.234848305,1.0,0.855688296,0.970870309,1.145355772,
ZMO1_ZMO1738,ZMO1_ZMO1738,CP023715.1,1783092.0,1783892.0,-,LytTR family two component transcriptional regulator,Signal transduction mechanisms,"ZMO1697,ZMO1787,ZMO1787",Q5NLP8,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.096562692,1.128249014,1.429596815,1.0,0.986536249,1.145269617,1.244312128,
ZMO1_ZMO1739,ZMO1_ZMO1739,CP023715.1,1783894.0,1785132.0,-,signal transduction histidine kinase LytS,Signal transduction mechanisms,ZMO0100,Q5NLP7,,,0.0,0.0,"Expansin, family-45 endoglucanase-like domain profile.;SignalP-TM",,,,,,,,,[],1.0,0.710085964,0.613857012,0.767637171,1.0,0.618879101,0.677185026,0.827827129,
ZMO1_ZMO1740,ZMO1_ZMO1740,CP023715.1,1785277.0,1785549.0,-,DUF3297 domain-containing protein,Function unknown,"ZMO1787,ZMO1857,ZMO1857",Q5NLP6,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.041825405,1.005985845,0.768763389,1.0,1.023046268,0.883673559,0.799189007,['noise_5']
ZMO1_ZMO1741,ZMO1_ZMO1741,CP023715.1,1785602.0,1787410.0,-,GTP-binding elongation factor 4 LepA,Cell wall/membrane/envelope biogenesis,,Q5NLP5,map05134,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.791515048,0.69494749,0.727949364,1.0,0.753221237,0.727144772,0.857620136,
ZMO1_ZMO1743,ZMO1_ZMO1743,CP023715.1,1787516.0,1788424.0,-,bis(5'nucleosyl)-tetraphosphatase ApaH,Signal transduction mechanisms,,Q5NLP3,,3.1.3.16,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7410838,0.550293411,0.502959124,1.0,0.649677515,0.52142042,0.479054412,
ZMO1_ZMO1745,ZMO1_ZMO1745,CP023715.1,1788650.0,1791262.0,-,methionine synthase MetH2,Amino acid transport and metabolism,,Q5NLP1,map00270;map00450;map00670;map01100;map01110;map01230,2.1.1.13,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.51e-16,9.6e-15,1.33e-16,1.84e-17,[],1.0,0.745699871,0.739613748,0.885743133,1.0,0.774993183,0.815474719,0.914178175,
ZMO1_ZMO1746,ZMO1_ZMO1746,CP023715.1,1791312.0,1792367.0,-,5-methyltetrahydrofolate--homocysteine methyltransferase MetH1,Amino acid transport and metabolism,,Q5NLP0,map00270;map00450;map00670;map01100;map01110;map01230,2.1.1.13,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.743751495,0.623586007,0.816679891,1.0,0.635176752,0.658030367,0.807266175,
ZMO1_ZMO1747,ZMO1_ZMO1747,CP023715.1,1792436.0,1793341.0,-,5%2C10-methylenetetrahydrofolate reductase,Amino acid transport and metabolism,,Q5NLN9,map00670;map00720;map01100;map01120;map01200;map01523,1.5.1.20,0.0,-1.425761997,SignalP-TM,,,,,6.74e-16,0.0,4.01e-16,5.61e-16,[],1.0,0.727812699,0.668466192,0.742580176,1.0,0.692209149,0.686955287,0.791806029,
