From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Annotation
zmo:ZMO1654	Q5NLY2	unreviewed	Q5NLY2_ZYMMO	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	ubiG ZMO1654	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	263	3.0
zmo:ZMO1655	Q5NLY1	unreviewed	Q5NLY1_ZYMMO	Antioxidant, AhpC/TSA family protein	ZMO1655	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	185	1.0
zmo:ZMO1656	Q5NLY0	unreviewed	Q5NLY0_ZYMMO	Transcriptional regulator, XRE family	ZMO1656	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	301	1.0
zmo:ZMO1657	Q5NLX9	unreviewed	Q5NLX9_ZYMMO	Tol-pal system protein YbgF	ZMO1657	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	356	1.0
zmo:ZMO1658	Q5NLX8	reviewed	TILS_ZYMMO	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS ZMO1658	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	329	2.0
zmo:ZMO1659	Q5NLX7	unreviewed	Q5NLX7_ZYMMO	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH ZMO1659	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	662	3.0
zmo:ZMO1660	Q5NLX6	unreviewed	Q5NLX6_ZYMMO	Rap1a immunity protein domain-containing protein	ZMO1660	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	137	1.0
zmo:ZMO1661	Q5NLX5	reviewed	PROA_ZYMMO	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA ZMO1661	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	428	2.0
zmo:ZMO1662	Q5NLX4	unreviewed	Q5NLX4_ZYMMO	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD ZMO1662	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	211	2.0
zmo:ZMO1663	Q5NLX3	reviewed	IOJAP_ZYMMO	Ribosomal silencing factor RsfS	rsfS ZMO1663	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	133	2.0
zmo:ZMO1664	Q5NLX2	reviewed	RLMH_ZYMMO	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH ZMO1664	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	142	2.0
zmo:ZMO1665	Q5NLX1	unreviewed	Q5NLX1_ZYMMO	Peptidase M23	ZMO1665	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	395	1.0
zmo:ZMO1667	Q5NLW9	unreviewed	Q5NLW9_ZYMMO	Carboxyl-terminal protease (EC 3.4.21.102)	ZMO1667	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	459	2.0
zmo:ZMO1668	Q5NLW8	unreviewed	Q5NLW8_ZYMMO	Disulfide bond formation protein DsbB	ZMO1668	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	201	1.0
zmo:ZMO1669	Q5NLW7	unreviewed	Q5NLW7_ZYMMO	3-demethoxyubiquinol 3-hydroxylase (DMQ hydroxylase) (EC 1.14.99.60) (2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase)	coq7 ZMO1669	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	185	2.0
zmo:ZMO1671	Q5NLW5	unreviewed	Q5NLW5_ZYMMO	Uncharacterized protein	ZMO1671	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	134	1.0
zmo:ZMO1672	Q5NLW4	unreviewed	Q5NLW4_ZYMMO	Uncharacterized protein	ZMO1672	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	159	1.0
zmo:ZMO1673	Q5NLW3	unreviewed	Q5NLW3_ZYMMO	Aldo/keto reductase	ZMO1673	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	273	1.0
zmo:ZMO1675	Q5NLW1	unreviewed	Q5NLW1_ZYMMO	Protein-disulfide isomerase-like protein	ZMO1675	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	256	1.0
zmo:ZMO1676	Q5NLW0	unreviewed	Q5NLW0_ZYMMO	DUF721 domain-containing protein	ZMO1676	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	216	1.0
zmo:ZMO1677	Q5NLV9	unreviewed	Q5NLV9_ZYMMO	Adenine DNA glycosylase (EC 3.2.2.31)	ZMO1677	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	373	2.0
zmo:ZMO1678	Q5NLV8	unreviewed	Q5NLV8_ZYMMO	prephenate dehydratase (EC 4.2.1.51)	ZMO1678	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	337	2.0
zmo:ZMO1679	Q5NLV7	unreviewed	Q5NLV7_ZYMMO	AMP nucleosidase (EC 3.2.2.4) (AMP nucleosidase)	ZMO1679	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	292	1.0
zmo:ZMO1680	Q5NLV6	unreviewed	Q5NLV6_ZYMMO	Extensin family protein	ZMO1680	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	220	1.0
zmo:ZMO1681	Q5NLV5	reviewed	Y1681_ZYMMO	Uncharacterized transporter ZMO1681	ZMO1681	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	561	2.0
zmo:ZMO1682	Q5NLV4	unreviewed	Q5NLV4_ZYMMO	Aminotransferase (EC 2.6.1.-)	ZMO1682	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	530	2.0
zmo:ZMO1683	Q5NLV3	unreviewed	Q5NLV3_ZYMMO	L-asparaginase, type II (EC 3.5.1.1)	ZMO1683	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	366	2.0
zmo:ZMO1684	Q5NLV2	unreviewed	Q5NLV2_ZYMMO	phosphoserine transaminase (EC 2.6.1.52)	ZMO1684	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	386	2.0
zmo:ZMO1685	Q5NLV1	unreviewed	Q5NLV1_ZYMMO	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	ZMO1685	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	527	2.0
zmo:ZMO1686	Q5NLV0	unreviewed	Q5NLV0_ZYMMO	tRNA synthetase class II (G H P and S)	ZMO1686	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	371	1.0
zmo:ZMO1687	Q5NLU9	reviewed	PURA_ZYMMO	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA ZMO1687	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	429	3.0
zmo:ZMO1688	Q5NLU8	unreviewed	Q5NLU8_ZYMMO	Folate-binding protein YgfZ	ZMO1688	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	274	1.0
zmo:ZMO1689	Q5NLU7	unreviewed	Q5NLU7_ZYMMO	Dihydroorotase, multifunctional complex type (EC 3.5.2.5)	ZMO1689	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	446	1.0
zmo:ZMO1690	Q5NLU6	unreviewed	Q5NLU6_ZYMMO	Chaperone DnaJ domain protein	ZMO1690	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	313	1.0
zmo:ZMO1691	Q5NLU5	unreviewed	Q5NLU5_ZYMMO	Ribonuclease BN	ZMO1691	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	340	1.0
zmo:ZMO1692	Q5NLU4	unreviewed	Q5NLU4_ZYMMO	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	ZMO1692	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	268	2.0
zmo:ZMO1693	Q5NLU3	reviewed	AROC_ZYMMO	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC ZMO1693	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	358	3.0
zmo:ZMO1694	Q5NLU2	unreviewed	Q5NLU2_ZYMMO	TonB-dependent receptor	ZMO1694	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	826	1.0
zmo:ZMO1695	Q5NLU1	unreviewed	Q5NLU1_ZYMMO	ErfK/YbiS/YcfS/YnhG family protein	ZMO1695	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	179	1.0
zmo:ZMO1696	Q5NLU0	unreviewed	Q5NLU0_ZYMMO	Zinc-type alcohol dehydrogenase-like protein	ZMO1696	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	338	1.0
zmo:ZMO1697	Q5NLT9	unreviewed	Q5NLT9_ZYMMO	Transcriptional regulator, HxlR family	ZMO1697	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	114	1.0
zmo:ZMO1698	Q5NLT8	unreviewed	Q5NLT8_ZYMMO	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA ZMO1698	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	364	3.0
zmo:ZMO1699	Q5NLT7	unreviewed	Q5NLT7_ZYMMO	Exodeoxyribonuclease III Xth	ZMO1699	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264	2.0
zmo:ZMO1701	Q5NLT5	unreviewed	Q5NLT5_ZYMMO	Outer membrane lipoprotein carrier protein LolA	ZMO1701	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	222	1.0
zmo:ZMO1703	Q5NLT3	unreviewed	Q5NLT3_ZYMMO	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family	ZMO1703	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	405	1.0
zmo:ZMO1704	Q5NLT2	unreviewed	Q5NLT2_ZYMMO	Peptidase S16 lon domain protein	ZMO1704	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	214	1.0
zmo:ZMO1705	Q5NLT1	unreviewed	Q5NLT1_ZYMMO	Thioredoxin domain protein	ZMO1705	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	304	1.0
zmo:ZMO1707	Q5NLS9	unreviewed	Q5NLS9_ZYMMO	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE ZMO1707	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	195	3.0
zmo:ZMO1708	Q5NLS8	reviewed	PDXJ_ZYMMO	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	pdxJ ZMO1708	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	256	3.0
zmo:ZMO1709	Q5NLS7	reviewed	ACPS_ZYMMO	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS ZMO1709	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	134	2.0
zmo:ZMO1710	Q5NLS6	unreviewed	Q5NLS6_ZYMMO	Signal peptidase I (EC 3.4.21.89)	ZMO1710	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	292	2.0
zmo:ZMO1711	Q5NLS5	unreviewed	Q5NLS5_ZYMMO	PurR-regulated permease PerM	ZMO1711	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	372	1.0
zmo:ZMO1712	Q5NLS4	unreviewed	Q5NLS4_ZYMMO	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	ZMO1712	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	185	2.0
zmo:ZMO1713	Q5NLS3	reviewed	RS21_ZYMMO	Small ribosomal subunit protein bS21 (30S ribosomal protein S21)	rpsU ZMO1713	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	68	2.0
zmo:ZMO2025	D9PNM7	unreviewed	D9PNM7_ZYMMO	Biopolymer transport protein ExbD/TolR	ZMO2025	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	140	2.0
zmo:ZMO1715	Q5NLS1	unreviewed	Q5NLS1_ZYMMO	Biopolymer transport protein ExbD/TolR	ZMO1715	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	163	2.0
zmo:ZMO1716	Q5NLS0	unreviewed	Q5NLS0_ZYMMO	Biopolymer transport protein ExbB	ZMO1716	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	247	2.0
zmo:ZMO1717	Q5NLR9	unreviewed	Q5NLR9_ZYMMO	TonB family protein	ZMO1717	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	243	1.0
zmo:ZMO1718	Q5NLR8	unreviewed	Q5NLR8_ZYMMO	Uncharacterized protein	ZMO1718	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	285	1.0
zmo:ZMO1719	Q03417	reviewed	SCRK_ZYMMO	Fructokinase (EC 2.7.1.4)	frk ZMO1719	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	301	2.0
zmo:ZMO1720	Q5NLR6	reviewed	RPOZ_ZYMMO	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ ZMO1720	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	125	3.0
zmo:ZMO1721	Q5NLR5	unreviewed	Q5NLR5_ZYMMO	Glyoxalase/bleomycin resistance protein/dioxygenase	ZMO1721	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	128	1.0
zmo:ZMO1722	Q5NLR4	unreviewed	Q5NLR4_ZYMMO	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	ZMO1722	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	369	3.0
zmo:ZMO1723	Q5NLR3	unreviewed	Q5NLR3_ZYMMO	Purine nucleoside phosphorylase	ZMO1723	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	252	2.0
zmo:ZMO1724	Q5NLR2	reviewed	MURA_ZYMMO	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA ZMO1724	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	426	3.0
zmo:ZMO1725	Q5NLR1	reviewed	CLPS_ZYMMO	ATP-dependent Clp protease adapter protein ClpS	clpS ZMO1725	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	107	2.0
zmo:ZMO1727	Q5NLQ9	unreviewed	Q5NLQ9_ZYMMO	Aminotransferase (EC 2.6.1.-)	ZMO1727	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	403	1.0
zmo:ZMO1729	Q5NLQ7	unreviewed	Q5NLQ7_ZYMMO	DUF2794 domain-containing protein	ZMO1729	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	114	1.0
zmo:ZMO1730	Q5NLQ6	unreviewed	Q5NLQ6_ZYMMO	serine O-acetyltransferase (EC 2.3.1.30)	ZMO1730	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	257	2.0
zmo:ZMO1732	Q5NLQ4	unreviewed	Q5NLQ4_ZYMMO	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin)	ZMO1732	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	180	2.0
zmo:ZMO1733	Q5NLQ3	unreviewed	Q5NLQ3_ZYMMO	Transcriptional regulator, LysR family	ZMO1733	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	313	1.0
zmo:ZMO1734	Q5NLQ2	unreviewed	Q5NLQ2_ZYMMO	CDP-glycerol:poly(Glycerophosphate) glycerophosphotransferase	ZMO1734	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	395	1.0
zmo:ZMO1735	Q5NLQ1	unreviewed	Q5NLQ1_ZYMMO	Glycosyl transferase group 1	ZMO1735	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	361	1.0
zmo:ZMO1738	Q5NLP8	unreviewed	Q5NLP8_ZYMMO	Two component transcriptional regulator, LytTR family	ZMO1738	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	266	1.0
zmo:ZMO1739	Q5NLP7	unreviewed	Q5NLP7_ZYMMO	Signal transduction histidine kinase, LytS	ZMO1739	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	412	1.0
zmo:ZMO1740	Q5NLP6	unreviewed	Q5NLP6_ZYMMO	Glutathione peroxidase	ZMO1740	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	90	1.0
zmo:ZMO1741	Q5NLP5	reviewed	LEPA_ZYMMO	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA ZMO1741	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	602	3.0
zmo:ZMO1743	Q5NLP3	unreviewed	Q5NLP3_ZYMMO	Bis(5'nucleosyl)-tetraphosphatase, ApaH	ZMO1743	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	302	1.0
zmo:ZMO1745	Q5NLP1	unreviewed	Q5NLP1_ZYMMO	Methionine synthase (EC 2.1.1.13)	ZMO1745	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	870	2.0
zmo:ZMO1746	Q5NLP0	unreviewed	Q5NLP0_ZYMMO	Homocysteine S-methyltransferase	ZMO1746	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	351	2.0
zmo:ZMO1747	Q5NLN9	unreviewed	Q5NLN9_ZYMMO	Methylenetetrahydrofolate reductase (EC 1.5.1.54)	ZMO1747	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	301	2.0
zmo:ZMO1748	Q5NLN8	unreviewed	Q5NLN8_ZYMMO	Transcriptional regulator, ArsR family	ZMO1748	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	314	1.0
zmo:ZMO1749	Q5NLN7	unreviewed	Q5NLN7_ZYMMO	VacJ family lipoprotein	ZMO1749	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	369	1.0
zmo:ZMO1750	Q5NLN6	unreviewed	Q5NLN6_ZYMMO	Proteinase inhibitor I42 chagasin domain-containing protein	ZMO1750	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	115	1.0
zmo:ZMO1751	Q5NLN5	unreviewed	Q5NLN5_ZYMMO	Lipoprotein	ZMO1751	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	84	1.0
zmo:ZMO1753	Q5NLN3	unreviewed	Q5NLN3_ZYMMO	ferredoxin--NADP(+) reductase (EC 1.18.1.2)	ZMO1753	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	275	2.0
zmo:ZMO1754	Q5NLN2	unreviewed	Q5NLN2_ZYMMO	Aldehyde Dehydrogenase	ZMO1754	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	458	1.0
zmo:ZMO1755	Q9Z671	reviewed	TYSY_ZYMMO	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA thyB ZMO1755	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	296	3.0
zmo:ZMO1756	Q9Z670	reviewed	GNTP_ZYMMO	Gluconate permease	gntP ZMO1756	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	451	2.0
zmo:ZMO1757	Q5NLM9	unreviewed	Q5NLM9_ZYMMO	Gluconokinase (EC 2.7.1.12)	ZMO1757	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	165	2.0
zmo:ZMO1758	H2VFQ6	unreviewed	H2VFQ6_ZYMMO	Outer membrane protein assembly factor BamD	bamD ZMO1758	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	346	2.0
zmo:ZMO1759	H2VFL9	unreviewed	H2VFL9_ZYMMO	HNH nuclease domain-containing protein	ZMO1759	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	318	1.0
zmo:ZMO1760	Q5NLM6	unreviewed	Q5NLM6_ZYMMO	Extracellular ligand-binding receptor	ZMO1760	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	411	1.0
zmo:ZMO1761	Q5NLM5	unreviewed	Q5NLM5_ZYMMO	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI ZMO1761	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	295	2.0
zmo:ZMO1762	Q5NLM4	unreviewed	Q5NLM4_ZYMMO	Uncharacterized protein	ZMO1762	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	128	1.0
zmo:ZMO1764	Q5NLM2	unreviewed	Q5NLM2_ZYMMO	ErfK/YbiS/YcfS/YnhG family protein	ZMO1764	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	483	2.0
zmo:ZMO1766	D2YW17	unreviewed	D2YW17_ZYMMO	Mg2 transporter protein CorA family protein	ZMO1766	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	340	2.0
zmo:ZMO1767	Q5NLL9	unreviewed	Q5NLL9_ZYMMO	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	ZMO1767	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	288	2.0
zmo:ZMO1768	Q9Z661	reviewed	DCDA_ZYMMO	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA ZMO1768	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	421	3.0
zmo:ZMO1770	Q9Z660	reviewed	ARLY_ZYMMO	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH ZMO1770	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	468	2.0
zmo:ZMO1771	H2VFM0	unreviewed	H2VFM0_ZYMMO	Iron-containing alcohol dehydrogenase	ZMO1771	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	385	1.0
zmo:ZMO1772	D2YW36	unreviewed	D2YW36_ZYMMO	NAD(P)H quinone oxidoreductase, PIG3 family	ZMO1772	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	335	1.0
zmo:ZMO1773	Q5NLL3	unreviewed	Q5NLL3_ZYMMO	Aldo/keto reductase	ZMO1773	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	276	1.0
zmo:ZMO1776	Q5NLL0	unreviewed	Q5NLL0_ZYMMO	Aminopeptidase (EC 3.4.11.-)	ZMO1776	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	872	3.0
zmo:ZMO1777	Q5NLK9	unreviewed	Q5NLK9_ZYMMO	CDP-glycerol:poly(Glycerophosphate) glycerophosphotransferase	ZMO1777	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	372	1.0
zmo:ZMO1778	H2VFM4	unreviewed	H2VFM4_ZYMMO	DUF475 domain-containing protein	ZMO1778	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	339	1.0
zmo:ZMO1779	Q5NLK7	unreviewed	Q5NLK7_ZYMMO	Antibiotic biosynthesis monooxygenase	ZMO1779	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	133	1.0
zmo:ZMO1780	Q5NLK6	unreviewed	Q5NLK6_ZYMMO	Antibiotic biosynthesis monooxygenase	ZMO1780	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	102	1.0
zmo:ZMO1781	H2VFN1	unreviewed	H2VFN1_ZYMMO	MscS Mechanosensitive ion channel	ZMO1781	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	376	1.0
zmo:ZMO1784	H2VFQ1	unreviewed	H2VFQ1_ZYMMO	Uncharacterized protein	ZMO1784	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	377	1.0
zmo:ZMO1785	Q5NLK1	unreviewed	Q5NLK1_ZYMMO	MscS mechanosensitive ion channel	ZMO1785	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	235	1.0
zmo:ZMO1787	Q5NLJ9	unreviewed	Q5NLJ9_ZYMMO	Uncharacterized protein	ZMO1787	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	79	1.0
zmo:ZMO1788	Q5NLJ8	unreviewed	Q5NLJ8_ZYMMO	Uncharacterized protein	ZMO1788	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	614	1.0
zmo:ZMO1790	Q5NLJ6	unreviewed	Q5NLJ6_ZYMMO	ABC transporter related protein	ZMO1790	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	595	1.0
zmo:ZMO1792	Q5NLJ4	reviewed	ILVD_ZYMMO	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD ZMO1792	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	618	3.0
